0	0	-1	0
0.1	0.0899166	-0.996909	0
0.2	0.17933	-0.988233	0
0.3	0.26775	-0.974077	0
0.4	0.354712	-0.954611	0
0.5	0.439789	-0.930065	0
0.6	0.522599	-0.900719	0
0.7	0.602811	-0.866889	0
0.8	0.680146	-0.828918	0
0.9	0.754383	-0.787166	0
1	0.82535	-0.741998	0
1.1	0.892925	-0.693776	0
1.2	0.95703	-0.642854	0
1.3	1.01762	-0.589571	0
1.4	1.0747	-0.534247	0
1.5	1.12829	-0.477184	0
1.6	1.17842	-0.418659	0
1.7	1.22517	-0.358929	0
1.8	1.2686	-0.298226	0
1.9	1.30881	-0.236764	0
2	1.3459	-0.174734	0
2.1	1.37995	-0.11231	0
2.2	1.41109	-0.049646	0
2.3	1.4394	0.0131181	0
2.4	1.465	0.0758586	0
2.5	1.48798	0.138465	0
2.6	1.50846	0.200839	0
2.7	1.52654	0.262893	0
2.8	1.5423	0.32455	0
2.9	1.55584	0.385742	0
3	1.56726	0.446407	0
3.1	1.57665	0.506493	0
3.2	1.58408	0.565951	0
3.3	1.58964	0.624742	0
3.4	1.5934	0.682827	0
3.5	1.59544	0.740176	0
3.6	1.59584	0.79676	0
3.7	1.59465	0.852555	0
3.8	1.59194	0.907538	0
3.9	1.58778	0.961692	0
4	1.58223	1.015	0
4.1	1.57533	1.06745	0
4.2	1.56715	1.11903	0
4.3	1.55773	1.16973	0
4.4	1.54713	1.21953	0
4.5	1.53539	1.26844	0
4.6	1.52255	1.31645	0
4.7	1.50867	1.36355	0
4.8	1.49377	1.40974	0
4.9	1.47791	1.45501	0
5	1.46111	1.49937	0
5.1	1.44342	1.5428	0
5.2	1.42487	1.58532	0
5.3	1.40549	1.62691	0
5.4	1.38531	1.66759	0
5.5	1.36437	1.70734	0
5.6	1.3427	1.74618	0
5.7	1.32031	1.78409	0
5.8	1.29725	1.82109	0
5.9	1.27354	1.85717	0
6	1.2492	1.89234	0
6.1	1.22425	1.92659	0
6.2	1.19873	1.95993	0
6.3	1.17265	1.99237	0
6.4	1.14603	2.02389	0
6.5	1.11891	2.05451	0
6.6	1.09129	2.08423	0
6.7	1.0632	2.11305	0
6.8	1.03466	2.14097	0
6.9	1.00569	2.168	0
7	0.976299	2.19413	0
7.1	0.946515	2.21937	0
7.2	0.916352	2.24373	0
7.3	0.885826	2.26719	0
7.4	0.854955	2.28977	0
7.5	0.823754	2.31147	0
7.6	0.79224	2.33229	0
7.7	0.760428	2.35224	0
7.8	0.728333	2.3713	0
7.9	0.695969	2.38949	0
8	0.663352	2.40682	0
8.1	0.630494	2.42327	0
8.2	0.597411	2.43885	0
8.3	0.564115	2.45357	0
8.4	0.530621	2.46742	0
8.5	0.496941	2.48041	0
8.6	0.463088	2.49253	0
8.7	0.429075	2.5038	0
8.8	0.394915	2.51421	0
8.9	0.36062	2.52375	0
9	0.326203	2.53245	0
9.1	0.291676	2.54028	0
9.2	0.257051	2.54727	0
9.3	0.222339	2.55339	0
9.4	0.187553	2.55867	0
9.5	0.152705	2.56309	0
9.6	0.117806	2.56667	0
9.7	0.0828676	2.56939	0
9.8	0.047902	2.57126	0
9.9	0.0129205	2.57228	0
10	-0.0220652	2.57245	0
